name,freebase_id,dob
Pascal Engel,/m/02rs270,
Rose Rand,/m/02rl77l,
Ian Hacking,/m/01vrsw,
Giovanni Piana,/m/0ktdmp,
C. J. F. Williams,/m/0gkywxy,
Sissela Bok,/m/026cvrn,
Jorge Ángel Livraga Rizzi,/m/070f7q,
John Daniel Wild,/m/02x1yvj,
Albert Rivaud,/m/02z89x_,
Jean-Luc Marion,/m/099ldv,
Bernard Le Bovier de Fontenelle,/m/015_bs,
Bracha L. Ettinger,/m/03c_bkb,
Sun Tzu,/m/0dnb6,
Theodor Lipps,/m/08kwss,
John Haldane,/m/05vchph,
Walker Percy,/m/0fsqq,
James Francis Ross,/m/0cmc3jn,
Jan Narveson,/m/013xnw,
James M. Edie,/m/02ww0dj,
Zenon Pylyshyn,/m/0kt182,
Peter Carruthers,/m/03qjdbp,
Abu'l-Fida,/m/064l_vn,
Abu al-Hasan al-Ash'ari,/m/0629m9,
Ahmad ibn Muhammad Al-Tahawi,/m/0h18mm,
Ali al-Qari,/m/0ktdhh,
Abu Yusuf,/m/0d3064,
Han Yu,/m/026cz1,
Henrik Steffens,/m/025dsl,
Max Müller,/m/02qrf2x,
Jean Hyppolite,/m/03dnnj,
Ferdinand Alquié,/m/092fzy,
Gary Chartier,/m/07kd_41,
Arthur Koestler,/m/0j2v,
René Girard,/m/04vf6k,
Cornelius Jansen,/m/01bbgf,
Agrippa the Skeptic,/m/06pp44,
Erhard Weigel,/m/0c8w9g,
Gaius Musonius Rufus,/m/015hnk,
Henri-Frédéric Amiel,/m/037n6y,
Apollodorus the Epicurean,/m/03cndqv,
Eoin Ó Broin,/m/02r7yrq,
Hermann Samuel Reimarus,/m/0187yz,
Jan Standonck,/m/0fm71g,
Johann Georg Heinrich Feder,/m/02ww0gl,
D. T. Suzuki,/m/036fy1,
Gary Habermas,/m/0767lx,
Frederick James Eugene Woodbridge,/m/08nx7t,
Anselm of Canterbury,/m/0xlc,
Rosa Luxemburg,/m/017ft0,
James Bugental,/m/027f4w0,
Antipater of Tarsus,/m/02pmd4w,
Evert Willem Beth,/m/06s3mm,
Hans Kamp,/m/0416x7z,
Adam of Dryburgh,/m/0285xj_,
Tommaso Palamidessi,/m/02r6dnb,
Thomas Brown,/m/01h8p3,
Paul Grice,/m/01xf_n,
Cas Wouters,/m/0c40gq_,
Marilyn Frye,/m/0b3qlb,
Nahmanides,/m/014bzk,
Mario Javier Saban,/m/05mxfcg,
Jaime Balmes,/m/012_zp,
Julius Caesar Scaliger,/m/0161ks,
Syed Faiz-ul Hassan Shah,/m/03cz4qf,
Casimir Lewy,/m/0287flv,
Hermann Blumenau,/m/05kj7p,
Gotthard Günther,/m/02qnt8,
Konstantin Leontiev,/m/07gg_5,
T. M. Scanlon,/m/0b8m23,
Aleksei Losev,/m/081pm9,
Gustav Teichmüller,/m/0f533l,
Mary Ainsworth,/m/0bd_k4,
Isaac Levi,/m/027sv04,
Eduardo Nicol,/m/0d_w6m,
Gu Zhun,/m/09rbyw,
Daniel Raymond,/m/051vhm,
Al-Raghib al-Isfahani,/m/026nxlm,
Constantin Noica,/m/05l737,
Gilles Lipovetsky,/m/02vvxxm,
Malek Bennabi,/m/0dq7ys,
Jawdat Said,/m/026gwhx,
Harold Joachim,/m/07_6j4,
Ludwig Klages,/m/08ctmb,
Étienne Balibar,/m/034w02,
Jakob Thomasius,/m/0286pw3,
G. M. Syed,/m/0f7xfz,
U. G. Krishnamurti,/m/02dc11,
Adi Shankara,/m/019fqd,
Humberto Maturana,/m/02gscz,
William Leiss,/m/0b564w,
Charles Parsons,/m/05zlz4,
Antoine Destutt de Tracy,/m/01bzb8,
Günther Anders,/m/0gvlhj,
Henri Wallon,/m/026yrww,
Tan Sitong,/m/06m89w,
Richard Montague,/m/02w79t,
Wolfgang Stegmüller,/m/026j0fd,
Kurt Rudolf Fischer,/m/02pp5w7,
Volker Zotz,/m/026tx97,
Mir Tanha Yousafi,/m/03c3_1h,
David Kaplan,/m/054r6m,
Nathan Salmon,/m/06l0tb,
Trevor Pinch,/m/0c6g9m,
Charles Péguy,/m/01rsf2,
Abraham Kuyper,/m/01sjxm,
Thomas Metzinger,/m/01tyy2,
Richard J. Mouw,/m/05wxjr7,
Prabhat Ranjan Sarkar,/m/03h52n,
Camil Petrescu,/m/03rykf,
Quentin Smith,/m/094gbx,
Demonax,/m/087sc2,
Maurice Pradines,/m/02ryk58,
Nae Ionescu,/m/0b1jw5,
Surendranath Dasgupta,/m/0b7s7z,
Nikolay Chernyshevsky,/m/01rd0v,
Hanns Heinz Ewers,/m/03x8tq,
Rogers Albritton,/m/03ck587,
Tahir Allauddin Al-Qadri Al-Gillani,/m/03hhjy9,
Petre Țuțea,/m/03gzvr4,
Vilém Flusser,/m/05shc8,
Ian Rumfitt,/m/0bmf7k_,
Rosi Braidotti,/m/02698ng,
Richard J. F. Day,/m/0cc5c5,
Jonathan Bennett,/m/06n_f7,
Robert J. C. Young,/m/08ppw3,
David Gauthier,/m/0cwph,
David Wood,/m/026j94s,
Gregg Lambert,/m/05x2ln1,
Yang Zhu,/m/0362_p,
Józef Maria Bocheński,/m/03_q1_,
Karl Löwith,/m/035jms,
Eliyahu Eliezer Dessler,/m/0323mq,
Herbert Spiegelberg,/m/02phvt0,
Bar Hebraeus,/m/01_j2k,
Francis of Assisi,/m/032p8,
Dimitris Dimitrakos,/m/02vq0t2,
Galen,/m/037h0,
Georg Cantor,/m/036ks,
Gautama Buddha,/m/015k7,
Paul R. Patton,/m/03cp0lb,
Giuseppe Mazzini,/m/096zc,
Heinrich Hertz,/m/03hht,
Giles Hooper,/m/0bh7jm2,
John of the Cross,/m/0c4j4,
Joseph Priestley,/m/0b0bx,
Tony Fry,/m/0gg8bx1,
Stuart Hampshire,/m/036cfm,
Michael Polanyi,/m/04znx,
Nagarjuna,/m/05k88,
James D. McCawley,/m/04ylyk,
Mylan Engel,/m/0264z2k,
James Rachels,/m/09g15n,
Ptolemy,/m/05_0t,
Ralph Cudworth,/m/06jd6,
Alastair Hannay,/m/075vxh,
Philip Lindholm,/m/0gwl41,
Mostafa Malekian,/m/07r1_t,
William A. Dembski,/m/0btty,
Robert J. Marks II,/m/03cgzd3,
Michael Devitt,/m/0kt4z3,
William Crathorn,/m/0462ttb,
Yisroel Salanter,/m/02nktb,
Diogenes of Babylon,/m/07v8fr,
Najmuddin Kubra,/m/073fgx,
Najm al-Din Razi,/m/073fs0,
Hugh of Saint-Cher,/m/05ccwq,
Yusuf Islahi,/m/051xc05,
Jacob Needleman,/m/02qhwqh,
Jalaluddin Umri,/m/02x02c4,
Mary Midgley,/m/03h9k5,
Sarfraz Ahmed Naeemi,/m/06614h2,
Abdul Haq Ansari,/m/0535tfw,
Sadat Husaini,/m/05f60dn,
Fazlur Rahman Faridi,/m/080h3c7,
Abul Hasan Ali Hasani Nadwi,/m/026f_my,
Jean-Marie Guyau,/m/06zcxr,
Rush Rhees,/m/0d9c10,
György Márkus,/m/092hvd,
Pietro Pomponazzi,/m/079jld,
Frank Cameron Jackson,/m/06gk0h,
Donald T. Campbell,/m/08h3fs,
Jean-Pierre Faye,/m/026xqt1,
Ladislav Klíma,/m/07tm9j,
Brian Skyrms,/m/05wcpgr,
Frank Sibley,/m/03mdl47,
Joseph Gabel,/m/05xg97y,
Athīr al-Dīn al-Abharī,/m/05sd3y,
Arthur F. Holmes,/m/0c5r5_,
Tran Duc Thao,/b'Pierre Bourdieu',/m/0rls8,
b'Claude Adrien Helv\xc3\xa9tius',/m/01bwl8,
b'Ray Brassier',/m/03hkn8t,
b'Giorgio Agamben',/m/01vr7x,
b'Clinomachus',/m/03h4nt7,
b'Edouard Schure',/m/05qdf5x,
b'Richard Tarnas',/m/0bt2p6,
b'Ivo Urban\xc4\x8di\xc4\x8d',/m/04jnb18,
b'Jo\xc5\xbee Pu\xc4\x8dnik',/m/02vyht2,
b'Henri Bourassa',/m/01kp0x,
b'Northrop Frye',/m/0myp_,
b'Anthony John Patrick Kenny',/m/01s3b_,
b'Barry Stroud',/m/03cx883,
b'Alexandre Koj\xc3\xa8ve',/m/039tyk,
b'Alexander Bogdanov',/m/060dx2,
b'Alcmaeon of Croton',/m/06ppv8,
b'Isaiah Berlin',/m/014nx0,
b'G. E. M. Anscombe',/m/02tc9g,
b'Hans Sluga',/m/056jjf,
b'Harold Innis',/m/0184tt,
b'Colin McGinn',/m/02yrjh,
b'Hippasus',/m/03q0l5,
b'Asclepiodotus of Alexandria',/m/03d1x7k,
b'Damascius',/m/014_q_,
b'John Gray',/m/041ydw,
b'John McDowell',/m/01f2rc,
b'Jean Baudrillard',/m/01hmpq,
b'Gila Sher',/m/02rhl9k,
b'John Etchemendy',/m/0dpsxx,
b'Maurice Blanchot',/m/01m29m,
b'Lucien Goldmann',/m/063l0j,
b'Keith Lehrer',/m/06zkby,
b'Luce Irigaray',/m/02wjfw,
b'Marinus of Neapolis',/m/01_b_7,
b'Keith DeRose',/m/02qdjpg,
b'Roderick T. Long',/m/06rr91,
b'Samuel von Pufendorf',/m/01926v,
b'Peter Hacker',/m/0dhvs7,
b'Stephen Toulmin',/m/0592mp,
b'Victor Cousin',/m/017lcv,
b'Paul Tillich',/m/025hnq,
b'J. M. E. McTaggart',/m/03c3_v,
b'Philolaus',/m/01k73v,
b'Ghulam Bhik Nairang',/m/026q5qq,
b'Peter Wessel Zapffe',/m/065xs,
b'Kurt Grelling',/m/05bp_p,
b'Walter J. Ong',/m/04btzp,
b'Hans Reichenbach',/m/059cpt,
b'William L. Rowe',/m/02qpts6,
b'George Croom Robertson',/m/01l6cy,
b'Zechariah Chafee',/m/05vq17y,
b'Max Frisch',/m/01spn2,
b'Edgar Quinet',/m/01s8yk,
b'Michael Dummett',/m/01s3d2,
b'John Toland',/m/01l8wn,
b'Tyler Burge',/m/0b9p5k,
b'David Pearce',/m/01lmjr,
b'Nick Bostrom',/m/024r3r,
b'Mohsen Kadivar',/m/03fdzl,
b'Metrocles',/m/03pfkf,
b'J\xc4\x81bir ibn Hayy\xc4\x81n',/m/0g_ks,
b'Richard Boyd',/m/0d58kr,
b'Socrates',/m/06mrq,
b'Voltaire',/m/07ym0,
b'Cicero',/m/01tf5,
b'\xc3\x89mile Armand',/m/05d5kj,
b'James Hutchison Stirling',/m/04lhff,
b'Odo Marquard',/m/05y431s,
b'Haji Dost Muhammad Qandhari',/m/09gjkl0,
b'Muhammad Hamidullah',/m/05yfqc7,
b'Arthur Prior',/m/05w44s2,
b'Kit Fine',/m/0b3dk,
b'Nick Land',/m/05zj9rr,
b'Hisham ibn Urwah',/m/08mq84,
b'Anthony Collins',/m/019vb0,
b'Ronald H. Nash',/m/0_yk05s,
b'George Hourani',/m/05wd3lc,
b'Javed Ahmad Ghamidi',/m/098f5y,
b'Paul Watzlawick',/m/03_7q3,
b'John E. Hare',/m/05y4x3y,
b'Hassan al-Banna',/m/025rvz6,
b'Maria Montessori',/m/0gp7h9,
b'Spencer Heath',/m/0b8rbc,
b'Cora Diamond',/m/08w5gg,
b'Cesare Cremonini',/m/0285zb1,
b'Stephen Mulhall',/m/02wx56q,
b'Matt Cohen',/m/05knrh,
b'Gershom Scholem',/m/04lqww,
b'Alexander of Aphrodisias',/m/0rc_,
b'Albertus Magnus',/m/0r24,
b'Homer',/m/03k0n,
b'Herman Dooyeweerd',/m/01c4z1,
b'Jun Tsuji',/m/0126cl,
b'Lewis Call',/m/03mb_f9,
b'Richard David Precht',/m/05szj4q,
b'Bonaventure',/m/0nlm4,
b'Jonathan Edwards',/m/0dpv5,
b'Simplicius of Cilicia',/m/0ktfp,
b'Paul Guyer',/m/05xvg_x,
b'Muhammad Mustafa Jauhar',/m/065yt05,
b'E. H. Carr',/m/032hxd,
b'William Kingdon Clifford',/m/01l6p5,
b'Fernando Savater',/m/04sh3l,
b'Erin Manning',/m/0g595wd,
b'Archimedes',/m/0tnc,
b'David the Invincible',/m/09h2_9,
b'Barry Smith',/m/085m0s,
b'Joseph Owens',/m/05w61m3,
b'Leonardo Polo',/m/09nz9w,
b'Mortimer J. Adler',/m/04xm3,
b'\xc4\xb0oanna Ku\xc3\xa7uradi',/m/04zxwjf,
b'Roberto Torretti',/m/05mxmd_,
b'Justin Oakley',/m/02z4y2f,
b'Nel Noddings',/m/0h7d52,
b'Peter Kreeft',/m/05j9pp,
b'Dimitris Liantinis',/m/04jl6x1,
b'Hector Zagal',/m/03cdnjv,
b'Boris Groys',/m/0584959,
b'Nicole Oresme',/m/02tfcy,
b'Agust\xc3\xadn Garc\xc3\xada Calvo',/m/033610,
b'Cl\xc3\xa9ment Rosset',/m/027jnch,
b'Bryan Magee',/m/05wb1x2,
b'John Hick',/m/0530xz,
b'Tibor R. Machan',/m/05zwfc,
b'Leonard Read',/m/03rmkl,
b'Liu Junning',/m/0bbzjt6,
b'Julius Thomas Fraser',/m/05vy815,
b'Errol Harris',/m/02q_ls7,
b'Stephen Mumford',/m/02q_n2w,
b'Walter Terence Stace',/m/026jz1p,
b'Michael Tye',/m/02vpy2g,
b'Fran\xc3\xa7ois Noudelmann',/m/0g544j3,
b'Kiarina Kordela',/m/0c3tdp1,
b'Douglas Groothuis',/m/0gktc7,
b'David Blitz',/m/09cby_,
b'Carl von Clausewitz',/m/01tlc,
b'Neven Sesardi\xc4\x87',/m/0g_yqp,
b'Patricia Churchland',/m/026zkz,
b'Charles Stevenson',/m/02zbnb,
b'Theodore Drange',/m/02qhmv1,
b'Annette Baier',/m/06f7tm,
b'Emanuel Swedenborg',/m/01gnng,
b'Eino Kaila',/m/04q6dy,
b'Ernest Renan',/m/01b728,
b'Villy S\xc3\xb8rensen',/m/0kt77f,
b'Sarah Kofman',/m/05ycp70,
b'Simon Glendinning',/m/0bx_jtr,
b'Raymond Geuss',/m/037y6m,
b'Raya Dunayevskaya',/m/03t30h,
b'Susan Buck-Morss',/m/0fqq7rt,
b'Lorenzo Pe\xc3\xb1a',/m/05zmz4t,
b'Albert Hofstadter',/m/0by0jgt,
b'Joseph Margolis',/m/02pwhtk,
b'Kwame Anthony Appiah',/m/0457hc,
b'George Henry Lewes',/m/01fbnv,
b'Friedrich Wilhelm Foerster',/m/0jt3gbw,
b'Thomas Pogge',/m/04f48r,
b'Rudolf Eisler',/m/0km47s6,
b'John Theophilus Desaguliers',/m/0561kv,
b'Jiddu Krishnamurti',/m/018fkc,
b'Martial Gueroult',/m/02z7_94,
b'John Armstrong',/m/05xwg99,
b'Craig Bartholomew',/m/09gh31z,
b'Richard Aaron',/m/0f95jx,
b'Jos\xc3\xa9 de Espronceda',/m/033nbj,
b'Alexander Tarasov',/m/04d_r8_,
b'Benny L\xc3\xa9vy',/m/08hm54,
b'Ivan Svit\xc3\xa1k',/m/05z_cs5,
b'Debiprasad Chattopadhyaya',/m/05y4rj5,
b'Adam Schaff',/m/05x569s,
b'Ludvig Holberg',/m/01375h,
b'Pascal Engel',/m/02rs270,
b'Rose Rand',/m/02rl77l,
b'Ian Hacking',/m/01vrsw,
b'Giovanni Piana',/m/0ktdmp,
b'C. J. F. Williams',/m/0gkywxy,
b'Sissela Bok',/m/026cvrn,
b'Jorge \xc3\x81ngel Livraga Rizzi',/m/070f7q,
b'John Daniel Wild',/m/02x1yvj,
b'Albert Rivaud',/m/02z89x_,
b'Jean-Luc Marion',/m/099ldv,
b'Bernard Le Bovier de Fontenelle',/m/015_bs,
b'Bracha L. Ettinger',/m/03c_bkb,
b'Sun Tzu',/m/0dnb6,
b'Theodor Lipps',/m/08kwss,
b'John Haldane',/m/05vchph,
b'Walker Percy',/m/0fsqq,
b'James Francis Ross',/m/0cmc3jn,
b'Jan Narveson',/m/013xnw,
b'James M. Edie',/m/02ww0dj,
b'Zenon Pylyshyn',/m/0kt182,
b'Peter Carruthers',/m/03qjdbp,
"b""Abu'l-Fida""",/m/064l_vn,
"b""Abu al-Hasan al-Ash'ari""",/m/0629m9,
b'Ahmad ibn Muhammad Al-Tahawi',/m/0h18mm,
b'Ali al-Qari',/m/0ktdhh,
b'Abu Yusuf',/m/0d3064,
b'Han Yu',/m/026cz1,
b'Henrik Steffens',/m/025dsl,
b'Max M\xc3\xbcller',/m/02qrf2x,
b'Jean Hyppolite',/m/03dnnj,
b'Ferdinand Alqui\xc3\xa9',/m/092fzy,
b'Gary Chartier',/m/07kd_41,
b'Arthur Koestler',/m/0j2v,
b'Ren\xc3\xa9 Girard',/m/04vf6k,
b'Cornelius Jansen',/m/01bbgf,
b'Agrippa the Skeptic',/m/06pp44,
b'Erhard Weigel',/m/0c8w9g,
b'Gaius Musonius Rufus',/m/015hnk,
b'Henri-Fr\xc3\xa9d\xc3\xa9ric Amiel',/m/037n6y,
b'Apollodorus the Epicurean',/m/03cndqv,
b'Eoin \xc3\x93 Broin',/m/02r7yrq,
b'Hermann Samuel Reimarus',/m/0187yz,
b'Jan Standonck',/m/0fm71g,
b'Johann Georg Heinrich Feder',/m/02ww0gl,
b'D. T. Suzuki',/m/036fy1,
b'Gary Habermas',/m/0767lx,
b'Frederick James Eugene Woodbridge',/m/08nx7t,
b'Anselm of Canterbury',/m/0xlc,
b'Rosa Luxemburg',/m/017ft0,
b'James Bugental',/m/027f4w0,
b'Antipater of Tarsus',/m/02pmd4w,
b'Evert Willem Beth',/m/06s3mm,
b'Hans Kamp',/m/0416x7z,
b'Adam of Dryburgh',/m/0285xj_,
b'Tommaso Palamidessi',/m/02r6dnb,
b'Thomas Brown',/m/01h8p3,
b'Paul Grice',/m/01xf_n,
b'Cas Wouters',/m/0c40gq_,
b'Marilyn Frye',/m/0b3qlb,
b'Nahmanides',/m/014bzk,
b'Mario Javier Saban',/m/05mxfcg,
b'Jaime Balmes',/m/012_zp,
b'Julius Caesar Scaliger',/m/0161ks,
b'Syed Faiz-ul Hassan Shah',/m/03cz4qf,
b'Casimir Lewy',/m/0287flv,
b'Hermann Blumenau',/m/05kj7p,
b'Gotthard G\xc3\xbcnther',/m/02qnt8,
b'Konstantin Leontiev',/m/07gg_5,
b'T. M. Scanlon',/m/0b8m23,
b'Aleksei Losev',/m/081pm9,
b'Gustav Teichm\xc3\xbcller',/m/0f533l,
b'Mary Ainsworth',/m/0bd_k4,
b'Isaac Levi',/m/027sv04,
b'Eduardo Nicol',/m/0d_w6m,
b'Gu Zhun',/m/09rbyw,
b'Daniel Raymond',/m/051vhm,
b'Al-Raghib al-Isfahani',/m/026nxlm,
b'Constantin Noica',/m/05l737,
b'Gilles Lipovetsky',/m/02vvxxm,
b'Malek Bennabi',/m/0dq7ys,
b'Jawdat Said',/m/026gwhx,
b'Harold Joachim',/m/07_6j4,
b'Ludwig Klages',/m/08ctmb,
b'\xc3\x89tienne Balibar',/m/034w02,
b'Jakob Thomasius',/m/0286pw3,
v,
Adelard of Bath,/m/0lqbm,
Herman of Carinthia,/m/0p9mp,
Sun Yat-sen,/m/0m56y,
Albert M. Wolters,/m/08dc3q,
James R Payton Jr.,/m/09g99y8,
Gérard Granel,/m/02rmj9m,
Michèle Le Dœuff,/m/06f9lp,
Manuel Chrysoloras,/m/015sq0,
Algernon Sidney,/m/01ljdc,
Hans Driesch,/m/037qvn,
José Vasconcelos,/m/04hv08,
Paul Rée,/m/0952l9,
Dmitry Merezhkovsky,/m/07jknw,
Silvio Ceccato,/m/02690y0,
b'G. M. Syed',/m/0f7xfz,
b'U. G. Krishnamurti',/m/02dc11,
b'Adi Shankara',/m/019fqd,
b'Humberto Maturana',/m/02gscz,
b'William Leiss',/m/0b564w,
b'Charles Parsons',/m/05zlz4,
b'Antoine Destutt de Tracy',/m/01bzb8,
b'G\xc3\xbcnther Anders',/m/0gvlhj,
b'Henri Wallon',/m/026yrww,
b'Tan Sitong',/m/06m89w,
b'Richard Montague',/m/02w79t,
b'Wolfgang Stegm\xc3\xbcller',/m/026j0fd,
b'Kurt Rudolf Fischer',/m/02pp5w7,
b'Volker Zotz',/m/026tx97,
b'Mir Tanha Yousafi',/m/03c3_1h,
b'David Kaplan',/m/054r6m,
b'Nathan Salmon',/m/06l0tb,
b'Trevor Pinch',/m/0c6g9m,
b'Charles P\xc3\xa9guy',/m/01rsf2,
b'Abraham Kuyper',/m/01sjxm,
b'Thomas Metzinger',/m/01tyy2,
b'Richard J. Mouw',/m/05wxjr7,
b'Prabhat Ranjan Sarkar',/m/03h52n,
b'Camil Petrescu',/m/03rykf,
b'Quentin Smith',/m/094gbx,
b'Demonax',/m/087sc2,
b'Maurice Pradines',/m/02ryk58,
b'Nae Ionescu',/m/0b1jw5,
b'Surendranath Dasgupta',/m/0b7s7z,
b'Nikolay Chernyshevsky',/m/01rd0v,
b'Hanns Heinz Ewers',/m/03x8tq,
b'Rogers Albritton',/m/03ck587,
b'Tahir Allauddin Al-Qadri Al-Gillani',/m/03hhjy9,
b'Petre \xc8\x9au\xc8\x9bea',/m/03gzvr4,
b'Vil\xc3\xa9m Flusser',/m/05shc8,
b'Ian Rumfitt',/m/0bmf7k_,
b'Rosi Braidotti',/m/02698ng,
b'Richard J. F. Day',/m/0cc5c5,
b'Jonathan Bennett',/m/06n_f7,
b'Robert J. C. Young',/m/08ppw3,
b'David Gauthier',/m/0cwph,
b'David Wood',/m/026j94s,
b'Gregg Lambert',/m/05x2ln1,
b'Yang Zhu',/m/0362_p,
b'J\xc3\xb3zef Maria Boche\xc5\x84ski',/m/03_q1_,
b'Karl L\xc3\xb6with',/m/035jms,
b'Eliyahu Eliezer Dessler',/m/0323mq,
b'Herbert Spiegelberg',/m/02phvt0,
b'Bar Hebraeus',/m/01_j2k,
b'Francis of Assisi',/m/032p8,
b'Dimitris Dimitrakos',/m/02vq0t2,
b'Galen',/m/037h0,
b'Georg Cantor',/m/036ks,
b'Gautama Buddha',/m/015k7,
b'Paul R. Patton',/m/03cp0lb,
b'Giuseppe Mazzini',/m/096zc,
b'Heinrich Hertz',/m/03hht,
b'Giles Hooper',/m/0bh7jm2,
b'John of the Cross',/m/0c4j4,
b'Joseph Priestley',/m/0b0bx,
b'Tony Fry',/m/0gg8bx1,
b'Stuart Hampshire',/m/036cfm,
b'Michael Polanyi',/m/04znx,
b'Nagarjuna',/m/05k88,
b'James D. McCawley',/m/04ylyk,
b'Mylan Engel',/m/0264z2k,
b'James Rachels',/m/09g15n,
b'Ptolemy',/m/05_0t,
b'Ralph Cudworth',/m/06jd6,
b'Alastair Hannay',/m/075vxh,
b'Philip Lindholm',/m/0gwl41,
b'Mostafa Malekian',/m/07r1_t,
b'William A. Dembski',/m/0btty,
b'Robert J. Marks II',/m/03cgzd3,
b'Michael Devitt',/m/0kt4z3,
b'William Crathorn',/m/0462ttb,
b'Yisroel Salanter',/m/02nktb,
b'Diogenes of Babylon',/m/07v8fr,
b'Najmuddin Kubra',/m/073fgx,
b'Najm al-Din Razi',/m/073fs0,
b'Hugh of Saint-Cher',/m/05ccwq,
b'Yusuf Islahi',/m/051xc05,
b'Jacob Needleman',/m/02qhwqh,
b'Jalaluddin Umri',/m/02x02c4,
b'Mary Midgley',/m/03h9k5,
b'Sarfraz Ahmed Naeemi',/m/06614h2,
b'Abdul Haq Ansari',/m/0535tfw,
b'Sadat Husaini',/m/05f60dn,
b'Fazlur Rahman Faridi',/m/080h3c7,
b'Abul Hasan Ali Hasani Nadwi',/m/026f_my,
b'Jean-Marie Guyau',/m/06zcxr,
b'Rush Rhees',/m/0d9c10,
b'Gy\xc3\xb6rgy M\xc3\xa1rkus',/m/092hvd,
b'Pietro Pomponazzi',/m/079jld,
b'Frank Cameron Jackson',/m/06gk0h,
b'Donald T. Campbell',/m/08h3fs,
b'Jean-Pierre Faye',/m/026xqt1,
b'Ladislav Kl\xc3\xadma',/m/07tm9j,
b'Brian Skyrms',/m/05wcpgr,
b'Frank Sibley',/m/03mdl47,
b'Joseph Gabel',/m/05xg97y,
b'Ath\xc4\xabr al-D\xc4\xabn al-Abhar\xc4\xab',/m/05sd3y,
b'Arthur F. Holmes',/m/0c5r5_,
b'Tran Duc Thao',/v,
b'Adelard of Bath',/m/0lqbm,
b'Herman of Carinthia',/m/0p9mp,
b'Sun Yat-sen',/m/0m56y,
b'Albert M. Wolters',/m/08dc3q,
b'James R Payton Jr.',/m/09g99y8,
b'G\xc3\xa9rard Granel',/m/02rmj9m,
b'Mich\xc3\xa8le Le D\xc5\x93uff',/m/06f9lp,
b'Manuel Chrysoloras',/m/015sq0,
b'Algernon Sidney',/m/01ljdc,
b'Hans Driesch',/m/037qvn,
b'Jos\xc3\xa9 Vasconcelos',/m/04hv08,
b'Paul R\xc3\xa9e',/m/0952l9,
b'Dmitry Merezhkovsky',/m/07jknw,
b'Silvio Ceccato',/m/02690y0,
